1001-18-000078-00|3|1|1|060|20181128|20191128||20|02|3261|14120|01|21809.01|87.23|1971.77|2362|1398480|8809851|0|1|2|11588071|1379740|20181228|0|01|2|;
1001-18-000078-00|4|1|1|060|20181128|20191128||20|02|3261|14098|01|119.91|0.47|10.83|13|319240|16291|0|1|2|335531|0|20181228|0|01|2|;
1001-18-000078-00|5|1|1|060|20181128|20191128||20|02|3261|14098|01|3516.58|14.06|317.94|381|693174|1207218|0|1|2|2183530|283138|20181228|0|01|2|;
1001-18-000078-00|6|1|1|060|20181128|20191128||20|02|3261|14097|01|310.58|1.24|28.08|34|82920|73032|0|1|2|155952|0|20181228|0|01|2|;
1001-18-000078-00|7|1|1|060|20181128|20191128||20|02|3261|14120|01|108.12|0.44|9.78|12|222273|85086|0|1|2|307359|0|20181228|0|01|2|;
1001-18-000078-00|8|1|1|060|20181128|20191128||20|02|3261|14120|01|485.52|1.94|43.9|53|744148|318919|0|1|2|1063067|0|20181228|0|01|2|;
1001-18-000078-00|9|1|1|060|20181128|20191128||20|02|3261|14120|01|171.02|0.68|15.47|19|165838|85044|0|1|2|250882|0|20181228|0|01|2|;
1001-18-000078-00|10|1|1|060|20181128|20191128||20|02|3261|14097|01|1668.85|6.68|150.88|181|842675|0|0|1|2|842675|0|20181228|0|01|2|;
1001-18-000080-00|1|1|1|060|20181231|20191231||20|02|3221|02002|01|152830.89|611.32|418.72|0|28660334|206830452|0|1|3|235490786|0|20181228|0|01|1|;
1001-18-000080-00|2|1|1|060|20181231|20191231||20|02|3221|02002|01|119816.29|479.27|328.27|0|22078021|160860858|0|1|3|182938879|0|20181228|0|01|1|;
1001-18-000080-00|3|1|1|060|20181231|20191231||20|02|3221|02002|01|11872.27|47.49|32.53|0|49065808|0|0|1|3|49065808|0|20181228|0|01|1|;
1001-18-000080-00|4|1|1|060|20181231|20191231||20|02|3221|02002|01|140349.91|561.41|384.51|0|31925487|182368184|0|1|3|214293671|0|20181228|0|01|1|;
1001-18-000080-00|5|1|1|060|20181231|20191231||20|02|3221|02002|01|27853.73|111.42|76.31|0|16003310|26524498|0|1|3|42527808|0|20181228|0|01|1|;
1001-18-000080-00|6|1|1|060|20181231|20191231||20|02|3221|14070|01|120861.05|483.44|331.13|0|42236849|142299523|0|1|3|184536372|0|20181228|0|01|1|;
1001-18-000080-00|7|1|1|060|20181231|20191231||20|02|3221|19012|01|51451.76|205.81|140.96|0|22664539|55892910|0|1|3|78557449|0|20181228|0|01|1|;
1001-18-000081-00|1|1|1|060|20181231|20191231||20|06|3221|02002|01|251259.06|1005.04|688.37|0|84219113|262660012|0|1|3|346879125|0|20181228|0|01|1|;
1001-18-000081-00|2|1|1|060|20181231|20191231||20|06|3221|02002|01|170.86|0.68|0.46|0|0|1596660|0|1|3|1596660|0|20181228|0|01|1|;
1001-18-000081-00|3|1|1|060|20181231|20191231||20|06|3221|02002|01|474.17|1.9|1.3|0|3187444|1129944|0|1|3|4317388|0|20181228|0|01|1|;
A1002-18-000002-00|2|1|1|060|20180331|20190331||10|02|5242|02004|01|1061|4.24|799.37|133|75000|350000|0|5|2|425000|0|20180402|0|01|1|;
A1002-18-000002-00|3|1|1|060|20180331|20190331||10|02|5242|08037|01|107|0.42|80.61|13|75000|650000|0|5|2|725000|0|20180402|0|01|1|;
A1002-18-000002-00|4|1|1|060|20180331|20190331||10|02|5242|11020|01|23|0.08|17.32|3|25000|138000|0|5|2|163000|0|20180402|0|01|1|;
A1002-18-000002-00|5|1|1|060|20180331|20190331||10|02|5242|14039|01|1952|7.8|1470.68|245|5000000|10836126|0|11|2|15836126|0|20180402|0|01|1|;
A1002-18-000002-00|6|1|1|060|20180331|20190331||10|02|5242|09015|01|9172|36.69|6910.4|1152|25000000|37500000|0|30|2|62500000|10000000|20180402|0|01|1|;
A1002-18-000002-00|7|1|1|060|20180331|20190331||10|02|5242|09003|01|586|2.34|441.49|74|210000|2516000|0|1|2|2726000|0|20180402|0|01|1|;
A1002-18-000002-00|8|1|1|060|20180331|20190331||10|02|5242|09002|01|1421|5.68|1070.61|178|0|8320000|0|1|2|8320000|0|20180402|0|01|1|;
A1002-18-000002-00|9|1|1|060|20180331|20190331||10|02|5242|15057|01|949|3.8|714.99|119|1000000|5500000|0|10|2|6500000|0|20180402|0|01|1|;
A1002-18-000002-00|10|1|1|060|20180331|20190331||10|02|5242|19019|01|1044|4.18|786.57|131|250000|6500000|0|11|2|6750000|0|20180402|0|01|1|;
A1002-18-000002-00|11|1|1|060|20180331|20190331||10|02|5242|21119|01|124|0.5|93.42|16|250000|550000|0|11|2|800000|0|20180402|0|01|1|;
A1002-18-000002-00|12|1|1|060|20180331|20190331||10|02|5242|22014|01|46|0.18|34.65|6|25000|300000|0|5|2|325000|0|20180402|0|01|1|;
A1002-18-000002-00|13|1|1|060|20180331|20190331||10|02|5242|01001|01|26|0.1|19.59|3|25000|150000|0|11|2|175000|0|20180402|0|01|1|;
A1002-18-000002-00|14|1|1|060|20180331|20190331||10|02|5242|26030|01|10|0.03|7.53|1|25000|50000|0|5|2|75000|0|20180402|0|01|1|;
A1002-18-000006-00|1|1|1|060|20180413|20190413||20|02|2211|09010|01|55467.22|221.87|39814.82|8875|0|112183847|0|1|2|144411658|64455622|20180507|0|01|1|;
A1002-18-000007-00|2|1|1|060|20180430|20190430||20|01|3131|15051|01|1111692.42|4446.77|746204.5|176426|137509803|431155719|0|1|2|607967922|39302400|20180509|0|01|2|;
A1002-18-000007-00|3|1|1|060|20180430|20190430||20|01|3131|15051|01|2210420.77|8841.67|1483707.09|350794|259668834|462027656|0|2|2|687792000|39302400|20180509|0|01|2|;
A1002-18-000007-00|4|1|1|060|20180430|20190430||20|01|3131|15051|01|113006.31|452.03|75853.55|17934|39302400|0|0|2|2|39302400|0|20180509|0|01|2|;
A1002-18-000007-00|5|1|1|060|20180430|20190430||20|01|3131|09004|01|789.28|3.16|529.8|125|0|3930240|0|5|2|3930240|0|20180509|0|01|2|;
A1002-18-000007-00|6|1|1|060|20180430|20190430||20|01|3131|09015|01|2328.4|9.31|1562.89|370|0|6386640|0|3|2|6386640|0|20180509|0|01|2|;
A1002-18-000020-00|1|210|2|060|20180601|20190601||10|01|9499|17028|01|29345.03|117.38|17124.63|7336|889248601|9500000|0|2|3|900748601|2000000|20180616|0|01|2|;
