65|407|274|66|65|65|65|65|0|65|65|65|65|65|125|65|65|167461084.92|770888.77|69127880.81|8453705|3242755097|3098899753|864105906|0|7090326055|191|65|65|65|65|;
1001-18-000030-00|1|1|1|073|20180801|20180630|20190630||20|02|21|89603|28|2|1|01|394194.79|197.1|198717.37|19710|54357580|260783516|78907001|0|394048097|1|3|0|01|1|;
1001-18-000030-00|2|1|1|073|20180801|20180630|20190630||20|02|13|66425|19|2|1|01|5963.04|2.98|3006.02|298|0|9006528|0|0|9006528|1|3|0|01|1|;
1001-18-000030-00|3|1|1|073|20180801|20180630|20190630||20|02|13|78395|24|2|1|01|4301.58|2.15|2168.47|215|0|7202832|0|0|7202832|1|3|0|01|1|;
1001-18-000030-00|4|1|1|073|20180801|20180630|20190630||20|02|13|54769|15|2|1|01|351.15|0.18|177.01|18|0|532274|0|0|532274|1|3|0|01|1|;
1001-18-000030-00|5|1|1|073|20180801|20180630|20190630||20|02|13|89603|28|2|1|01|4786.04|2.39|2412.69|239|0|4777207|0|0|4777207|1|3|0|01|1|;
1001-18-000037-00|1|1|1|073|20180926|20180815|20190630||20|02|15|90780|29|2|1|01|171768.62|85.87|74307.43|8588|26577662|482784979|237870483|0|747233124|1|3|0|01|1|;
1001-18-000037-00|2|1|1|073|20180926|20180815|20190630||20|02|19|96400|30|2|1|01|28742.86|14.37|12434.22|1437|23235512|0|0|0|23235512|1|3|0|01|1|;
1001-18-000037-00|3|1|1|073|20180926|20180815|20190630||20|02|19|54715|15|2|1|01|1670.5|0.83|722.66|84|0|1549088|0|0|1549088|1|3|0|01|1|;
1001-18-000037-00|4|1|1|073|20180926|20180815|20190630||20|02|19|22470|02|2|1|01|998.91|0.5|432.13|50|0|869342|0|0|869342|1|3|0|01|1|;
1001-18-000037-00|5|1|1|073|20180926|20180815|20190630||20|02|19|67112|19|2|1|01|502.28|0.25|217.29|25|0|881946|0|0|881946|1|3|0|01|1|;
1001-18-000037-00|6|1|1|073|20180926|20180815|20190630||20|02|19|83000|26|2|1|01|530.5|0.26|229.5|27|0|429489|0|0|429489|1|3|0|01|1|;
1001-18-000037-00|7|1|1|073|20180926|20180815|20190630||20|02|19|30840|07|2|1|01|3182.99|1.59|1376.97|159|0|2951023|0|0|2951023|1|3|0|01|1|;
1001-18-000037-00|8|1|1|073|20180926|20180815|20190630||20|02|19|89603|28|2|1|01|51447.06|25.73|22256.09|2572|0|41594123|0|0|41594123|1|3|0|01|1|;
1001-18-000037-00|9|1|1|073|20180926|20180815|20190630||20|02|19|91690|30|2|1|01|22975.09|11.49|9939.07|1149|0|59310328|0|0|59310328|1|3|0|01|1|;
1001-18-000037-00|10|1|1|073|20180926|20180815|20190630||20|02|19|90780|29|2|1|01|3256.35|1.63|1408.7|163|0|14151759|0|0|14151759|1|3|0|01|1|;
1001-18-000037-00|11|1|1|073|20180926|20180815|20190630||20|02|19|91690|30|2|1|01|180.6|0.09|78.12|9|0|465940|0|0|465940|1|3|0|01|1|;
1001-18-000037-00|12|1|1|073|20180926|20180815|20190630||20|02|19|65500|19|2|1|01|332.97|0.17|144.04|17|0|1310126|0|0|1310126|1|3|0|01|1|;
1001-18-000037-00|13|1|1|073|20180926|20180815|20190630||20|02|19|36700|11|2|1|01|242.68|0.13|104.98|12|0|227968|0|0|227968|1|3|0|01|1|;
1001-18-000037-00|14|1|1|073|20180926|20180815|20190630||20|02|19|00999|33|2|1|01|598.22|0.3|258.79|30|0|521657|0|0|521657|1|3|0|01|1|;
1001-18-000037-00|15|1|1|073|20180926|20180815|20190630||20|02|19|00999|33|2|1|01|1106.15|0.55|478.52|55|0|959558|0|0|959558|1|3|0|01|1|;
1001-18-000037-00|16|1|1|073|20180926|20180815|20190630||20|02|19|00999|33|2|1|01|1913.18|0.96|827.64|96|0|1662497|0|0|1662497|1|3|0|01|1|;
1001-18-000037-00|17|1|1|073|20180926|20180815|20190630||20|02|19|00999|33|2|1|01|835.26|0.42|361.33|42|0|727576|0|0|727576|1|3|0|01|1|;
1001-18-000037-00|18|1|1|073|20180926|20180815|20190630||20|02|19|00999|33|2|1|01|107.22|0.05|46.39|5|0|363555|0|0|363555|1|3|0|01|1|;
1001-18-000037-00|19|1|1|073|20180926|20180815|20190630||20|02|19|00999|33|2|1|01|603.87|0.3|261.24|30|0|526597|0|0|526597|1|3|0|01|1|;
1001-18-000037-00|20|1|1|073|20180926|20180815|20190630||20|02|19|00999|33|2|1|01|835.26|0.42|361.33|42|0|727576|0|0|727576|1|3|0|01|1|;
1001-18-000053-00|1|1|1|073|20181023|20180930|20190930||10|01|21|54270|15|2|1|01|160920.25|80.46|40560.71|8046|26665000|29750000|97500000|0|153915000|1|3|0|01|1|;
1001-18-000053-00|2|1|1|073|20181023|20180930|20190930||10|01|06|11700|09|2|1|01|28.25|0.01|7.12|1|0|250000|0|0|250000|1|3|0|01|1|;
1001-18-000053-00|3|1|1|073|20181023|20180930|20190930||10|01|13|42800|13|2|1|01|3325|1.66|838.08|166|0|29625000|0|0|29625000|1|3|0|01|1|;
1001-18-000053-00|4|1|1|073|20181023|20180930|20190930||10|01|13|54900|15|2|1|01|3294|1.64|830.27|165|0|6250000|0|0|6250000|1|3|0|01|1|;
1001-18-000080-00|1|1|1|073|20181228|20181231|20191231||20|02|21|21600|02|2|1|01|23725.38|11.86|65.01|0|28660334|206830452|0|0|235490786|1|3|0|01|1|;
1001-18-000080-00|2|1|1|073|20181228|20181231|20191231||20|02|21|21600|02|2|1|01|18431.93|9.23|50.5|0|22078021|160860858|0|0|182938879|1|3|0|01|1|;
1001-18-000080-00|3|1|1|073|20181228|20181231|20191231||20|02|21|21600|02|2|1|01|4944.59|2.47|13.55|0|49065808|0|0|0|49065808|1|3|0|01|1|;
1001-18-000080-00|4|1|1|073|20181228|20181231|20191231||20|02|21|21600|02|2|1|01|21590.56|10.8|59.15|0|31925487|182368184|0|0|214293671|1|3|0|01|1|;
1001-18-000080-00|5|1|1|073|20181228|20181231|20191231||20|02|21|21600|02|2|1|01|4285.34|2.15|11.75|0|16003310|26524498|0|0|42527808|1|3|0|01|1|;
1001-18-000080-00|6|1|1|073|20181228|20181231|20191231||20|02|21|45685|14|2|1|01|6263.16|3.13|17.16|0|42236849|142299523|0|0|184536372|1|3|0|01|1|;
1001-18-000080-00|7|1|1|073|20181228|20181231|20191231||20|02|21|65580|19|2|1|01|1763.29|0.88|4.82|0|22664539|55892910|0|0|78557449|1|3|0|01|1|;
1001-18-000081-00|1|1|1|073|20181228|20181231|20191231||20|06|21|21360|02|2|1|01|12882.64|6.44|35.28|0|84219113|262660012|0|0|346879125|1|3|0|01|1|;
1001-18-000081-00|2|1|1|073|20181228|20181231|20191231||20|06|06|21100|02|2|1|01|25.66|0.01|0.07|0|0|1596660|0|0|1596660|1|3|0|01|1|;
1001-18-000081-00|3|1|1|073|20181228|20181231|20191231||20|06|06|21100|02|2|1|01|572.41|0.28|1.57|0|3187444|1129944|0|0|4317388|1|3|0|01|1|;
1002-18-000035-00|1|1|1|073|20180907|20180815|20190815||20|02|07|77500|23|1|1|01|1247235.6|6236.18|471557.57|155904|23581440|0|0|0|23581440|12|3|0|01|1|;
1002-18-000035-00|2|1|1|073|20180907|20180815|20190815||20|02|07|77710|23|1|1|01|2078726|10393.63|785929.28|259841|39302400|0|0|0|39302400|3|3|0|01|1|;
1002-18-000035-00|3|1|1|073|20180907|20180815|20190815||20|02|07|63732|18|1|1|01|415745.2|2078.73|157185.86|51968|7860480|0|0|0|7860480|2|3|0|01|1|;
1002-18-000035-00|4|1|1|073|20180907|20180815|20190815||20|02|07|23473|03|1|1|01|415745.2|2078.73|157185.86|51968|7860480|0|0|0|7860480|6|3|0|01|1|;
A1002-18-000002-00|2|1|1|073|20180402|20180331|20190331||10|02|06|22010|02|2|2|01|1260|0.63|949.32|63|75000|350000|0|0|425000|5|2|0|01|1|;
A1002-18-000002-00|3|1|1|073|20180402|20180331|20190331||10|02|06|32510|08|2|2|01|655|0.32|493.49|33|75000|650000|0|0|725000|5|2|0|01|1|;
A1002-18-000002-00|4|1|1|073|20180402|20180331|20190331||10|02|06|37150|11|2|2|01|20.74|0.01|15.63|1|25000|138000|0|0|163000|5|2|0|01|1|;
A1002-18-000002-00|5|1|1|073|20180402|20180331|20190331||10|02|06|44530|14|2|2|01|1260|0.63|949.31|63|5000000|10836126|0|0|15836126|11|2|0|01|1|;
A1002-18-000002-00|6|1|1|073|20180402|20180331|20190331||10|02|06|06500|09|2|2|01|2882|1.45|2171.38|144|25000000|37500000|10000000|0|62500000|30|2|0|01|1|;
A1002-18-000002-00|7|1|1|073|20180402|20180331|20190331||10|02|29|04650|09|2|2|01|169|0.08|127.33|8|210000|2516000|0|0|2726000|1|2|0|01|1|;
A1002-18-000002-00|8|1|1|073|20180402|20180331|20190331||10|02|29|02230|09|2|2|01|5023|2.52|3784.45|251|0|8320000|0|0|8320000|1|2|0|01|1|;
A1002-18-000002-00|9|1|1|073|20180402|20180331|20190331||10|02|06|53125|15|2|2|01|404|0.2|304.38|20|1000000|5500000|0|0|6500000|10|2|0|01|1|;
A1002-18-000002-00|10|1|1|073|20180402|20180331|20190331||10|02|06|66265|19|2|2|01|439|0.22|330.75|22|250000|6500000|0|0|6750000|11|2|0|01|1|;
A1002-18-000002-00|11|1|1|073|20180402|20180331|20190331||10|02|06|72810|21|2|2|01|50|0.03|37.67|3|250000|550000|0|0|800000|11|2|0|01|1|;
A1002-18-000002-00|12|1|1|073|20180402|20180331|20190331||10|02|06|76090|22|2|2|01|20|0.01|15.06|1|25000|300000|0|0|325000|5|2|0|01|1|;
A1002-18-000002-00|13|1|1|073|20180402|20180331|20190331||10|02|06|20020|01|2|2|01|10|0|7.53|1|25000|150000|0|0|175000|11|2|0|01|1|;
A1002-18-000002-00|14|1|1|073|20180402|20180331|20190331||10|02|06|83270|26|2|2|01|6|0|4.52|0|25000|50000|0|0|75000|5|2|0|01|1|;
A1002-18-000006-00|1|1|1|073|20180507|20180413|20190413||20|02|99|01080|09|2|1|01|3255.82|1.63|2337.05|163|0|112183847|64455622|0|144411658|1|2|0|01|1|;
A1002-18-000007-00|2|1|1|073|20180509|20180430|20190430||20|01|21|52000|15|2|2|01|274751.16|137.36|184421.99|13738|137509803|431155719|39302400|0|607967922|1|2|0|01|2|;
A1002-18-000007-00|3|1|1|073|20180509|20180430|20190430||20|01|21|52000|15|2|2|01|173367.12|86.68|116369.72|8668|259668834|462027656|39302400|0|687792000|2|2|0|01|2|;
A1002-18-000007-00|4|1|1|073|20180509|20180430|20190430||20|01|21|52000|15|2|2|01|8958.42|4.48|6013.18|448|39302400|0|0|0|39302400|2|2|0|01|2|;
A1002-18-000007-00|5|1|1|073|20180509|20180430|20190430||20|01|06|05120|09|2|2|01|177.59|0.09|119.2|9|0|3930240|0|0|3930240|5|2|0|01|2|;
A1002-18-000007-00|6|1|1|073|20180509|20180430|20190430||20|01|10|06000|09|2|2|01|1460.18|0.73|980.12|73|0|6386640|0|0|6386640|3|2|0|01|2|;
A1002-18-000020-00|1|210|2|073|20180616|20180601|20190601||10|01|01|62790|17|2|1|01|79405.76|39.71|25604.18|7941|889248601|9500000|2000000|0|900748601|2|3|0|01|2|;
N1002-18-000022-00|1|1|1|073|20180621|20180531|20190531||20|02|99|98619|32|2|1|01|59589900|238359.6|34937640|0|0|0|294768000|0|294768000|1|3|0|01|1|;
N1003-18-000017-00|1|1|1|073|20180604|20180530|20200530||20|02|99|77730|23|1|1|01|102196678.5|510983.39|31898122.94|7858924|1375584000|0|0|0|1375584000|1|1|0|01|2|;
